# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "results/annotation/E745_Annotation_Final_Polished/E745_Final.gff" "-o" "results/rnaseq/counts/gene_counts.txt" "results/rnaseq/alignment/ERR1797969_Serum.bam" "results/rnaseq/alignment/ERR1797970_Serum.bam" "results/rnaseq/alignment/ERR1797971_Serum.bam" "results/rnaseq/alignment/ERR1797972_BHI.bam" "results/rnaseq/alignment/ERR1797973_BHI.bam" "results/rnaseq/alignment/ERR1797974_BHI.bam" 
Geneid	Chr	Start	End	Strand	Length	results/rnaseq/alignment/ERR1797969_Serum.bam	results/rnaseq/alignment/ERR1797970_Serum.bam	results/rnaseq/alignment/ERR1797971_Serum.bam	results/rnaseq/alignment/ERR1797972_BHI.bam	results/rnaseq/alignment/ERR1797973_BHI.bam	results/rnaseq/alignment/ERR1797974_BHI.bam
MJEHNMBL_01529	E745_Chromosome_SuperHybrid_pilon	1533965	1536136	-	2172	45	67	68	42	37	76
MJEHNMBL_01530	E745_Chromosome_SuperHybrid_pilon	1536156	1538342	-	2187	23	55	36	41	48	56
MJEHNMBL_01531	E745_Chromosome_SuperHybrid_pilon	1538342	1538551	-	210	9	0	4	7	2	2
MJEHNMBL_01532	E745_Chromosome_SuperHybrid_pilon	1538564	1539004	-	441	4	8	10	16	9	18
MJEHNMBL_01533	E745_Chromosome_SuperHybrid_pilon	1539078	1539617	-	540	4	4	2	0	0	2
MJEHNMBL_01534	E745_Chromosome_SuperHybrid_pilon	1539865	1541160	+	1296	4	4	1	4	3	5
MJEHNMBL_01535	E745_Chromosome_SuperHybrid_pilon	1541631	1543097	-	1467	74	117	60	145	181	286
MJEHNMBL_01536	E745_Chromosome_SuperHybrid_pilon	1543388	1545472	-	2085	26	26	46	24	24	26
MJEHNMBL_01537	E745_Chromosome_SuperHybrid_pilon	1545997	1546356	-	360	6	4	2	2	2	2
MJEHNMBL_01538	E745_Chromosome_SuperHybrid_pilon	1546386	1546727	-	342	8	9	10	8	11	17
MJEHNMBL_01539	E745_Chromosome_SuperHybrid_pilon	1546724	1547398	-	675	10	13	6	10	10	12
MJEHNMBL_01540	E745_Chromosome_SuperHybrid_pilon	1548574	1549872	-	1299	116	115	131	186	157	294
MJEHNMBL_01541	E745_Chromosome_SuperHybrid_pilon	1549912	1551102	-	1191	94	74	105	118	163	212
MJEHNMBL_01542	E745_Chromosome_SuperHybrid_pilon	1551123	1551626	-	504	14	26	15	45	35	32
MJEHNMBL_01543	E745_Chromosome_SuperHybrid_pilon	1551697	1554486	-	2790	34	60	34	77	52	99
MJEHNMBL_01544	E745_Chromosome_SuperHybrid_pilon	1554633	1554833	-	201	168	189	172	297	247	645
MJEHNMBL_01545	E745_Chromosome_SuperHybrid_pilon	1555119	1555283	-	165	0	0	7	5	4	6
MJEHNMBL_01546	E745_Chromosome_SuperHybrid_pilon	1555286	1555606	-	321	0	1	0	2	0	2
MJEHNMBL_01547	E745_Chromosome_SuperHybrid_pilon	1556109	1557227	-	1119	202	214	211	50	30	30
MJEHNMBL_01548	E745_Chromosome_SuperHybrid_pilon	1557460	1557582	+	123	0	0	0	1	2	0
MJEHNMBL_01549	E745_Chromosome_SuperHybrid_pilon	1557698	1559005	+	1308	44	98	78	154	160	226
MJEHNMBL_01550	E745_Chromosome_SuperHybrid_pilon	1559126	1560325	+	1200	39	42	26	14	56	26
MJEHNMBL_01551	E745_Chromosome_SuperHybrid_pilon	1560352	1561620	-	1269	6	4	4	14	14	13
MJEHNMBL_01552	E745_Chromosome_SuperHybrid_pilon	1561790	1562431	-	642	104	121	90	106	112	185
MJEHNMBL_01553	E745_Chromosome_SuperHybrid_pilon	1562840	1563343	-	504	163	187	179	61	61	121
MJEHNMBL_01554	E745_Chromosome_SuperHybrid_pilon	1563466	1564230	-	765	21	25	25	27	34	21
MJEHNMBL_01555	E745_Chromosome_SuperHybrid_pilon	1564338	1564613	+	276	53	45	24	10	11	8
MJEHNMBL_01556	E745_Chromosome_SuperHybrid_pilon	1565173	1566123	+	951	30	18	20	148	108	242
MJEHNMBL_01557	E745_Chromosome_SuperHybrid_pilon	1566302	1567276	-	975	0	0	0	0	2	0
MJEHNMBL_01558	E745_Chromosome_SuperHybrid_pilon	1567273	1567731	-	459	0	0	2	0	0	0
MJEHNMBL_01559	E745_Chromosome_SuperHybrid_pilon	1567728	1569191	-	1464	2	2	0	2	2	0
MJEHNMBL_01560	E745_Chromosome_SuperHybrid_pilon	1569173	1570123	-	951	0	2	0	0	0	0
MJEHNMBL_01561	E745_Chromosome_SuperHybrid_pilon	1570266	1571015	+	750	2	2	0	0	0	2
MJEHNMBL_01562	E745_Chromosome_SuperHybrid_pilon	1571282	1572760	+	1479	14	18	8	26	38	38
MJEHNMBL_01563	E745_Chromosome_SuperHybrid_pilon	1572828	1573919	-	1092	12	12	3	16	18	30
MJEHNMBL_01564	E745_Chromosome_SuperHybrid_pilon	1574284	1575456	+	1173	6	5	18	9	4	22
MJEHNMBL_01565	E745_Chromosome_SuperHybrid_pilon	1575548	1577053	-	1506	13	10	10	20	20	34
MJEHNMBL_01566	E745_Chromosome_SuperHybrid_pilon	1577099	1578523	-	1425	10	24	8	27	32	33
MJEHNMBL_01567	E745_Chromosome_SuperHybrid_pilon	1578542	1579621	-	1080	4	14	10	35	28	37
MJEHNMBL_01568	E745_Chromosome_SuperHybrid_pilon	1579635	1580681	-	1047	6	6	6	23	17	18
MJEHNMBL_01569	E745_Chromosome_SuperHybrid_pilon	1580687	1581688	-	1002	12	8	8	28	27	44
MJEHNMBL_01570	E745_Chromosome_SuperHybrid_pilon	1581685	1581957	-	273	0	7	4	13	11	11
MJEHNMBL_01571	E745_Chromosome_SuperHybrid_pilon	1582087	1583187	-	1101	12	6	10	25	22	38
MJEHNMBL_01572	E745_Chromosome_SuperHybrid_pilon	1583383	1584003	-	621	10	20	6	30	25	71
MJEHNMBL_01573	E745_Chromosome_SuperHybrid_pilon	1583993	1585111	-	1119	25	16	46	38	60	109
MJEHNMBL_01574	E745_Chromosome_SuperHybrid_pilon	1585108	1585803	-	696	6	2	4	30	14	37
MJEHNMBL_01575	E745_Chromosome_SuperHybrid_pilon	1585796	1586761	-	966	9	12	4	30	29	50
MJEHNMBL_01576	E745_Chromosome_SuperHybrid_pilon	1586773	1588590	-	1818	8	28	10	53	64	72
MJEHNMBL_01577	E745_Chromosome_SuperHybrid_pilon	1588604	1589368	-	765	12	16	4	26	34	44
MJEHNMBL_01578	E745_Chromosome_SuperHybrid_pilon	1589396	1590094	-	699	11	18	11	57	35	33
MJEHNMBL_01579	E745_Chromosome_SuperHybrid_pilon	1590106	1590885	-	780	22	30	27	44	46	106
MJEHNMBL_01580	E745_Chromosome_SuperHybrid_pilon	1590901	1591845	-	945	17	24	34	84	79	89
MJEHNMBL_01581	E745_Chromosome_SuperHybrid_pilon	1591891	1592670	-	780	13	4	9	23	26	39
MJEHNMBL_01582	E745_Chromosome_SuperHybrid_pilon	1593060	1595135	-	2076	49	68	47	263	265	436
MJEHNMBL_01583	E745_Chromosome_SuperHybrid_pilon	1595137	1596054	-	918	0	4	7	64	48	122
MJEHNMBL_01584	E745_Chromosome_SuperHybrid_pilon	1596438	1597250	-	813	7	15	6	14	18	26
MJEHNMBL_01585	E745_Chromosome_SuperHybrid_pilon	1597393	1598292	-	900	128	144	119	128	120	240
MJEHNMBL_01586	E745_Chromosome_SuperHybrid_pilon	1598307	1598702	-	396	31	24	30	34	20	45
MJEHNMBL_01587	E745_Chromosome_SuperHybrid_pilon	1598686	1599147	-	462	37	36	33	27	25	44
MJEHNMBL_01588	E745_Chromosome_SuperHybrid_pilon	1599179	1601371	-	2193	129	234	170	162	145	288
MJEHNMBL_01589	E745_Chromosome_SuperHybrid_pilon	1601395	1602366	-	972	54	62	52	60	54	69
MJEHNMBL_01590	E745_Chromosome_SuperHybrid_pilon	1603072	1604451	+	1380	0	4	2	4	6	2
MJEHNMBL_01591	E745_Chromosome_SuperHybrid_pilon	1604605	1605051	-	447	797	876	836	840	875	1558
MJEHNMBL_01592	E745_Chromosome_SuperHybrid_pilon	1605078	1605254	-	177	786	965	900	1025	1078	1174
MJEHNMBL_01593	E745_Chromosome_SuperHybrid_pilon	1605416	1605844	-	429	5	2	4	25	12	24
MJEHNMBL_01594	E745_Chromosome_SuperHybrid_pilon	1605936	1606796	+	861	4	16	14	14	8	26
MJEHNMBL_01595	E745_Chromosome_SuperHybrid_pilon	1606888	1607181	-	294	6	9	7	10	10	18
MJEHNMBL_01596	E745_Chromosome_SuperHybrid_pilon	1607253	1608980	-	1728	147	157	161	256	262	442
MJEHNMBL_01597	E745_Chromosome_SuperHybrid_pilon	1609194	1610120	-	927	56	74	62	122	80	134
MJEHNMBL_01598	E745_Chromosome_SuperHybrid_pilon	1610265	1611698	-	1434	26	25	26	10	6	12
MJEHNMBL_01599	E745_Chromosome_SuperHybrid_pilon	1611698	1613101	-	1404	26	16	18	4	7	8
MJEHNMBL_01600	E745_Chromosome_SuperHybrid_pilon	1613332	1614234	+	903	2	4	6	0	0	2
MJEHNMBL_01601	E745_Chromosome_SuperHybrid_pilon	1614274	1616160	-	1887	2	0	0	2	2	4
MJEHNMBL_01602	E745_Chromosome_SuperHybrid_pilon	1616256	1617107	-	852	2	0	0	0	2	0
MJEHNMBL_01603	E745_Chromosome_SuperHybrid_pilon	1617433	1619217	-	1785	50	94	59	9	22	19
MJEHNMBL_01604	E745_Chromosome_SuperHybrid_pilon	1619217	1620968	-	1752	49	65	54	29	14	41
MJEHNMBL_01605	E745_Chromosome_SuperHybrid_pilon	1621110	1621334	-	225	30	39	30	28	46	42
MJEHNMBL_01606	E745_Chromosome_SuperHybrid_pilon	1621585	1623171	+	1587	44	44	50	66	110	135
MJEHNMBL_01607	E745_Chromosome_SuperHybrid_pilon	1623237	1625012	-	1776	6	6	12	10	10	14
MJEHNMBL_01608	E745_Chromosome_SuperHybrid_pilon	1625233	1626420	-	1188	20	24	36	20	18	21
MJEHNMBL_01609	E745_Chromosome_SuperHybrid_pilon	1626845	1627747	-	903	10	4	12	86	82	129
MJEHNMBL_01610	E745_Chromosome_SuperHybrid_pilon	1628026	1630371	+	2346	350	436	396	192	214	284
MJEHNMBL_01611	E745_Chromosome_SuperHybrid_pilon	1630708	1631709	-	1002	204	228	177	311	253	458
MJEHNMBL_01612	E745_Chromosome_SuperHybrid_pilon	1631919	1633025	+	1107	76	97	86	94	96	130
MJEHNMBL_01613	E745_Chromosome_SuperHybrid_pilon	1633084	1633686	-	603	303	352	329	132	125	162
MJEHNMBL_01614	E745_Chromosome_SuperHybrid_pilon	1633689	1634129	-	441	35	40	29	14	13	24
MJEHNMBL_01615	E745_Chromosome_SuperHybrid_pilon	1634254	1635192	-	939	153	176	170	80	123	171
MJEHNMBL_01616	E745_Chromosome_SuperHybrid_pilon	1635207	1636232	-	1026	126	182	147	112	96	150
MJEHNMBL_01617	E745_Chromosome_SuperHybrid_pilon	1636276	1637106	-	831	18	39	42	32	30	55
MJEHNMBL_01618	E745_Chromosome_SuperHybrid_pilon	1637121	1638059	-	939	54	48	43	46	28	54
MJEHNMBL_01619	E745_Chromosome_SuperHybrid_pilon	1638331	1639626	+	1296	2	0	2	2	13	8
MJEHNMBL_01620	E745_Chromosome_SuperHybrid_pilon	1639748	1640098	-	351	3	6	1	4	0	5
MJEHNMBL_01621	E745_Chromosome_SuperHybrid_pilon	1640098	1640418	-	321	34	40	52	46	26	96
MJEHNMBL_01622	E745_Chromosome_SuperHybrid_pilon	1640715	1642283	-	1569	193	219	188	175	166	251
MJEHNMBL_01623	E745_Chromosome_SuperHybrid_pilon	1642383	1643150	-	768	0	0	0	6	0	2
MJEHNMBL_01624	E745_Chromosome_SuperHybrid_pilon	1643147	1644178	-	1032	8	6	8	4	0	10
MJEHNMBL_01625	E745_Chromosome_SuperHybrid_pilon	1644416	1645093	-	678	126	113	101	55	62	109
MJEHNMBL_01626	E745_Chromosome_SuperHybrid_pilon	1645106	1645864	-	759	51	79	92	42	27	52
MJEHNMBL_01627	E745_Chromosome_SuperHybrid_pilon	1645880	1646686	-	807	93	91	76	48	38	67
MJEHNMBL_01628	E745_Chromosome_SuperHybrid_pilon	1646701	1647585	-	885	56	62	38	16	38	28
MJEHNMBL_01629	E745_Chromosome_SuperHybrid_pilon	1647585	1648505	-	921	53	61	63	30	17	58
MJEHNMBL_01630	E745_Chromosome_SuperHybrid_pilon	1648620	1649477	-	858	45	33	26	22	19	26
MJEHNMBL_01631	E745_Chromosome_SuperHybrid_pilon	1649814	1651262	-	1449	30	32	32	6	22	38
MJEHNMBL_01632	E745_Chromosome_SuperHybrid_pilon	1651414	1652307	-	894	130	120	107	45	77	108
MJEHNMBL_01633	E745_Chromosome_SuperHybrid_pilon	1652291	1652977	-	687	89	116	104	87	77	89
MJEHNMBL_01634	E745_Chromosome_SuperHybrid_pilon	1653082	1654065	-	984	42	54	31	80	43	86
MJEHNMBL_01635	E745_Chromosome_SuperHybrid_pilon	1654309	1656843	-	2535	377	462	355	288	294	446
MJEHNMBL_01636	E745_Chromosome_SuperHybrid_pilon	1657065	1657616	-	552	728	904	804	190	164	292
MJEHNMBL_01637	E745_Chromosome_SuperHybrid_pilon	1657744	1658463	-	720	0	0	2	0	0	2
MJEHNMBL_01638	E745_Chromosome_SuperHybrid_pilon	1658460	1659773	-	1314	0	2	0	6	2	6
MJEHNMBL_01639	E745_Chromosome_SuperHybrid_pilon	1659854	1660174	-	321	14	3	12	11	8	28
MJEHNMBL_01640	E745_Chromosome_SuperHybrid_pilon	1660282	1660569	-	288	6	7	4	2	6	6
MJEHNMBL_01641	E745_Chromosome_SuperHybrid_pilon	1660696	1661340	+	645	8	6	10	4	14	28
MJEHNMBL_01642	E745_Chromosome_SuperHybrid_pilon	1661400	1662107	-	708	31	24	24	5	12	25
MJEHNMBL_01643	E745_Chromosome_SuperHybrid_pilon	1662327	1662497	-	171	96	112	110	16	29	58
MJEHNMBL_01646	E745_Chromosome_SuperHybrid_pilon	1662868	1663104	-	237	2	5	2	23	14	18
MJEHNMBL_01647	E745_Chromosome_SuperHybrid_pilon	1663218	1664102	-	885	3	9	2	4	0	3
MJEHNMBL_01648	E745_Chromosome_SuperHybrid_pilon	1664187	1664654	-	468	3	5	14	6	4	5
MJEHNMBL_01649	E745_Chromosome_SuperHybrid_pilon	1664838	1665134	-	297	7	10	12	5	9	18
MJEHNMBL_01650	E745_Chromosome_SuperHybrid_pilon	1665269	1665445	-	177	18	21	35	12	20	22
MJEHNMBL_01651	E745_Chromosome_SuperHybrid_pilon	1665458	1666759	-	1302	367	360	324	359	335	516
MJEHNMBL_01652	E745_Chromosome_SuperHybrid_pilon	1666856	1667086	-	231	35	39	39	30	34	16
MJEHNMBL_01653	E745_Chromosome_SuperHybrid_pilon	1667555	1667977	-	423	151	141	157	168	147	230
MJEHNMBL_01654	E745_Chromosome_SuperHybrid_pilon	1667991	1669397	-	1407	235	318	243	301	352	596
MJEHNMBL_01655	E745_Chromosome_SuperHybrid_pilon	1669420	1670322	-	903	191	204	176	289	280	359
MJEHNMBL_01656	E745_Chromosome_SuperHybrid_pilon	1670336	1671892	-	1557	319	408	399	418	408	648
MJEHNMBL_01657	E745_Chromosome_SuperHybrid_pilon	1671915	1672457	-	543	60	51	46	51	70	87
MJEHNMBL_01658	E745_Chromosome_SuperHybrid_pilon	1672444	1672968	-	525	76	92	63	142	121	145
MJEHNMBL_01659	E745_Chromosome_SuperHybrid_pilon	1673059	1673274	-	216	22	31	16	36	48	87
MJEHNMBL_01660	E745_Chromosome_SuperHybrid_pilon	1673327	1674046	-	720	106	119	116	144	138	193
MJEHNMBL_01661	E745_Chromosome_SuperHybrid_pilon	1674348	1674812	-	465	30	33	28	26	29	59
MJEHNMBL_01662	E745_Chromosome_SuperHybrid_pilon	1674834	1677191	-	2358	185	198	158	163	144	349
MJEHNMBL_01663	E745_Chromosome_SuperHybrid_pilon	1677194	1677949	-	756	26	20	31	26	26	19
MJEHNMBL_01664	E745_Chromosome_SuperHybrid_pilon	1678052	1678288	-	237	36	48	44	26	47	48
MJEHNMBL_01665	E745_Chromosome_SuperHybrid_pilon	1678406	1678684	-	279	43	42	26	12	6	34
MJEHNMBL_01666	E745_Chromosome_SuperHybrid_pilon	1678797	1679765	-	969	19	26	32	39	20	28
MJEHNMBL_01667	E745_Chromosome_SuperHybrid_pilon	1680048	1681022	+	975	103	103	98	227	206	266
MJEHNMBL_01668	E745_Chromosome_SuperHybrid_pilon	1681027	1681602	+	576	32	53	45	75	59	76
MJEHNMBL_01669	E745_Chromosome_SuperHybrid_pilon	1681669	1682808	-	1140	40	27	44	32	18	46
MJEHNMBL_01670	E745_Chromosome_SuperHybrid_pilon	1683258	1684271	+	1014	0	0	2	0	0	4
MJEHNMBL_01671	E745_Chromosome_SuperHybrid_pilon	1684273	1685079	-	807	0	2	0	4	2	3
MJEHNMBL_01672	E745_Chromosome_SuperHybrid_pilon	1685076	1685612	-	537	1	3	0	0	6	9
MJEHNMBL_01673	E745_Chromosome_SuperHybrid_pilon	1686149	1687447	-	1299	1025	1150	1055	2166	2278	3594
MJEHNMBL_01674	E745_Chromosome_SuperHybrid_pilon	1687563	1688318	-	756	473	485	407	1547	1436	1608
MJEHNMBL_01675	E745_Chromosome_SuperHybrid_pilon	1688422	1689612	-	1191	698	761	821	1362	1530	2078
MJEHNMBL_01676	E745_Chromosome_SuperHybrid_pilon	1689722	1690723	-	1002	1101	1343	1241	3044	3808	5786
MJEHNMBL_01677	E745_Chromosome_SuperHybrid_pilon	1690764	1691801	-	1038	37	53	53	151	169	260
MJEHNMBL_01678	E745_Chromosome_SuperHybrid_pilon	1692004	1693338	-	1335	46	36	67	8	16	26
MJEHNMBL_01680	E745_Chromosome_SuperHybrid_pilon	1693661	1694545	-	885	2	12	4	10	9	14
MJEHNMBL_01681	E745_Chromosome_SuperHybrid_pilon	1694632	1695531	-	900	8	13	4	4	6	14
MJEHNMBL_01682	E745_Chromosome_SuperHybrid_pilon	1695548	1696054	-	507	3	2	0	4	2	6
MJEHNMBL_01683	E745_Chromosome_SuperHybrid_pilon	1696243	1696863	-	621	144	164	149	464	392	956
MJEHNMBL_01684	E745_Chromosome_SuperHybrid_pilon	1696939	1697376	-	438	14	13	23	10	19	32
MJEHNMBL_01685	E745_Chromosome_SuperHybrid_pilon	1697539	1698369	+	831	2	0	8	9	11	24
MJEHNMBL_01686	E745_Chromosome_SuperHybrid_pilon	1698353	1699720	+	1368	35	32	16	52	35	52
MJEHNMBL_01687	E745_Chromosome_SuperHybrid_pilon	1699739	1700548	+	810	26	18	26	46	50	78
MJEHNMBL_01688	E745_Chromosome_SuperHybrid_pilon	1700591	1701034	-	444	8	10	16	4	6	12
MJEHNMBL_01689	E745_Chromosome_SuperHybrid_pilon	1701168	1701539	+	372	86	113	106	38	28	84
MJEHNMBL_01690	E745_Chromosome_SuperHybrid_pilon	1701708	1702490	-	783	0	4	0	10	2	4
MJEHNMBL_01691	E745_Chromosome_SuperHybrid_pilon	1702487	1703458	-	972	0	0	0	0	8	12
MJEHNMBL_01692	E745_Chromosome_SuperHybrid_pilon	1703550	1704944	+	1395	2	0	0	10	8	10
MJEHNMBL_01693	E745_Chromosome_SuperHybrid_pilon	1705136	1706491	-	1356	102	125	90	156	130	152
MJEHNMBL_01694	E745_Chromosome_SuperHybrid_pilon	1706521	1707156	-	636	151	172	159	139	127	185
MJEHNMBL_01695	E745_Chromosome_SuperHybrid_pilon	1707163	1708539	-	1377	281	312	260	254	214	438
MJEHNMBL_01696	E745_Chromosome_SuperHybrid_pilon	1708532	1710313	-	1782	150	243	198	179	190	330
MJEHNMBL_01697	E745_Chromosome_SuperHybrid_pilon	1710335	1710646	-	312	36	43	29	32	16	59
MJEHNMBL_01698	E745_Chromosome_SuperHybrid_pilon	1710636	1711622	-	987	120	127	143	125	117	126
MJEHNMBL_01699	E745_Chromosome_SuperHybrid_pilon	1711637	1712221	-	585	49	55	41	42	57	80
MJEHNMBL_01700	E745_Chromosome_SuperHybrid_pilon	1712242	1712712	-	471	25	16	11	19	25	35
MJEHNMBL_01701	E745_Chromosome_SuperHybrid_pilon	1712731	1714734	-	2004	185	122	140	159	199	284
MJEHNMBL_01702	E745_Chromosome_SuperHybrid_pilon	1714721	1715044	-	324	18	38	28	37	43	71
MJEHNMBL_01703	E745_Chromosome_SuperHybrid_pilon	1715390	1716109	+	720	16	21	26	17	27	41
MJEHNMBL_01704	E745_Chromosome_SuperHybrid_pilon	1716408	1718306	-	1899	21	52	34	41	37	63
MJEHNMBL_01705	E745_Chromosome_SuperHybrid_pilon	1718469	1719731	-	1263	121	150	138	75	56	74
MJEHNMBL_01706	E745_Chromosome_SuperHybrid_pilon	1719724	1720623	-	900	69	56	50	46	44	62
MJEHNMBL_01707	E745_Chromosome_SuperHybrid_pilon	1720768	1722546	-	1779	24	42	54	58	38	64
MJEHNMBL_01708	E745_Chromosome_SuperHybrid_pilon	1722728	1723042	-	315	37	44	29	43	36	65
MJEHNMBL_01709	E745_Chromosome_SuperHybrid_pilon	1723129	1725489	-	2361	226	189	217	278	281	379
MJEHNMBL_01710	E745_Chromosome_SuperHybrid_pilon	1725604	1726152	-	549	3	8	6	24	9	21
MJEHNMBL_01711	E745_Chromosome_SuperHybrid_pilon	1726210	1726647	-	438	14	8	16	19	34	48
MJEHNMBL_01712	E745_Chromosome_SuperHybrid_pilon	1726849	1727766	+	918	6	16	16	12	18	30
MJEHNMBL_01713	E745_Chromosome_SuperHybrid_pilon	1728022	1728933	-	912	4	4	6	2	2	8
MJEHNMBL_01714	E745_Chromosome_SuperHybrid_pilon	1729336	1729914	-	579	11	11	2	14	16	31
MJEHNMBL_01715	E745_Chromosome_SuperHybrid_pilon	1729934	1730602	-	669	14	5	4	9	4	11
MJEHNMBL_01716	E745_Chromosome_SuperHybrid_pilon	1730617	1731687	-	1071	6	10	6	18	10	21
MJEHNMBL_01717	E745_Chromosome_SuperHybrid_pilon	1731858	1733222	-	1365	10	6	6	10	18	22
MJEHNMBL_01718	E745_Chromosome_SuperHybrid_pilon	1733219	1734727	-	1509	16	20	4	8	18	10
MJEHNMBL_01719	E745_Chromosome_SuperHybrid_pilon	1734834	1737314	-	2481	4	2	6	10	10	6
MJEHNMBL_01720	E745_Chromosome_SuperHybrid_pilon	1737298	1737633	-	336	0	0	0	0	2	0
MJEHNMBL_01721	E745_Chromosome_SuperHybrid_pilon	1737647	1738681	-	1035	0	0	0	0	0	0
MJEHNMBL_01722	E745_Chromosome_SuperHybrid_pilon	1738771	1739451	-	681	0	0	0	0	0	0
MJEHNMBL_01723	E745_Chromosome_SuperHybrid_pilon	1739735	1740838	-	1104	10	2	16	6	0	6
MJEHNMBL_01724	E745_Chromosome_SuperHybrid_pilon	1741467	1741937	-	471	13	8	8	6	8	8
MJEHNMBL_01725	E745_Chromosome_SuperHybrid_pilon	1742267	1743907	+	1641	2	2	0	0	0	0
MJEHNMBL_01726	E745_Chromosome_SuperHybrid_pilon	1744061	1745383	+	1323	0	0	0	0	4	0
MJEHNMBL_01727	E745_Chromosome_SuperHybrid_pilon	1745451	1745873	-	423	7	16	21	14	4	14
MJEHNMBL_01728	E745_Chromosome_SuperHybrid_pilon	1745950	1746786	-	837	6	6	7	8	2	5
MJEHNMBL_01729	E745_Chromosome_SuperHybrid_pilon	1747528	1748154	-	627	22	40	35	41	54	92
MJEHNMBL_01730	E745_Chromosome_SuperHybrid_pilon	1748449	1748784	-	336	0	0	0	0	0	0
MJEHNMBL_01731	E745_Chromosome_SuperHybrid_pilon	1748771	1749055	-	285	0	1	0	0	6	2
MJEHNMBL_01732	E745_Chromosome_SuperHybrid_pilon	1749111	1750634	-	1524	0	5	4	10	4	10
MJEHNMBL_01733	E745_Chromosome_SuperHybrid_pilon	1750627	1751802	-	1176	4	2	0	0	1	0
MJEHNMBL_01734	E745_Chromosome_SuperHybrid_pilon	1751806	1751991	-	186	0	0	1	2	2	0
MJEHNMBL_01735	E745_Chromosome_SuperHybrid_pilon	1751957	1753651	-	1695	0	0	0	2	2	2
MJEHNMBL_01736	E745_Chromosome_SuperHybrid_pilon	1753648	1754121	-	474	0	0	0	0	0	0
MJEHNMBL_01737	E745_Chromosome_SuperHybrid_pilon	1754863	1755078	-	216	0	1	0	0	0	0
MJEHNMBL_01738	E745_Chromosome_SuperHybrid_pilon	1755081	1755488	-	408	0	2	2	0	0	2
MJEHNMBL_01739	E745_Chromosome_SuperHybrid_pilon	1755754	1757229	-	1476	4	4	0	4	6	12
MJEHNMBL_01740	E745_Chromosome_SuperHybrid_pilon	1757219	1758067	-	849	0	0	0	0	0	0
MJEHNMBL_01741	E745_Chromosome_SuperHybrid_pilon	1758104	1758466	-	363	0	0	0	0	0	0
MJEHNMBL_01742	E745_Chromosome_SuperHybrid_pilon	1758467	1758625	-	159	0	0	0	0	0	0
MJEHNMBL_01743	E745_Chromosome_SuperHybrid_pilon	1758766	1759170	-	405	0	0	0	0	0	2
MJEHNMBL_01744	E745_Chromosome_SuperHybrid_pilon	1759151	1759390	-	240	0	0	0	0	0	2
MJEHNMBL_01745	E745_Chromosome_SuperHybrid_pilon	1759387	1759698	-	312	0	1	0	0	0	0
MJEHNMBL_01746	E745_Chromosome_SuperHybrid_pilon	1759742	1760035	-	294	2	0	0	0	0	0
MJEHNMBL_01747	E745_Chromosome_SuperHybrid_pilon	1760229	1760876	+	648	12	16	24	20	8	30
MJEHNMBL_01748	E745_Chromosome_SuperHybrid_pilon	1760937	1762082	+	1146	48	52	40	32	26	46
MJEHNMBL_01749	E745_Chromosome_SuperHybrid_pilon	1762163	1762468	-	306	318	382	341	141	133	205
MJEHNMBL_01750	E745_Chromosome_SuperHybrid_pilon	1762493	1762924	-	432	273	312	324	122	101	168
MJEHNMBL_01751	E745_Chromosome_SuperHybrid_pilon	1762921	1763187	-	267	152	141	137	67	61	114
MJEHNMBL_01752	E745_Chromosome_SuperHybrid_pilon	1763442	1764167	-	726	20	18	12	81	71	123
MJEHNMBL_01754	E745_Chromosome_SuperHybrid_pilon	1764715	1765467	+	753	23	20	16	21	14	23
MJEHNMBL_01755	E745_Chromosome_SuperHybrid_pilon	1765483	1765962	+	480	6	4	12	6	4	5
MJEHNMBL_01756	E745_Chromosome_SuperHybrid_pilon	1766213	1767793	-	1581	6	10	12	2	6	24
MJEHNMBL_01757	E745_Chromosome_SuperHybrid_pilon	1767786	1768529	-	744	7	8	4	2	6	4
MJEHNMBL_01758	E745_Chromosome_SuperHybrid_pilon	1768705	1769481	-	777	0	0	0	0	0	0
MJEHNMBL_01759	E745_Chromosome_SuperHybrid_pilon	1769729	1770565	-	837	4	0	4	4	3	0
MJEHNMBL_01760	E745_Chromosome_SuperHybrid_pilon	1770576	1771505	-	930	0	2	0	2	1	2
MJEHNMBL_01761	E745_Chromosome_SuperHybrid_pilon	1771697	1772050	+	354	10	10	8	6	0	4
MJEHNMBL_01762	E745_Chromosome_SuperHybrid_pilon	1772124	1772780	-	657	44	68	64	78	98	102
MJEHNMBL_01763	E745_Chromosome_SuperHybrid_pilon	1773006	1774940	+	1935	56	120	86	58	78	97
MJEHNMBL_01764	E745_Chromosome_SuperHybrid_pilon	1775026	1776228	-	1203	2	6	7	2	0	4
MJEHNMBL_01765	E745_Chromosome_SuperHybrid_pilon	1776243	1778114	-	1872	2	2	3	2	0	4
MJEHNMBL_01766	E745_Chromosome_SuperHybrid_pilon	1778135	1779253	-	1119	0	4	2	6	7	0
MJEHNMBL_01767	E745_Chromosome_SuperHybrid_pilon	1779336	1780169	-	834	0	0	0	0	2	10
